time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2021-07-24T16:49:48.20Z,47.7784059,-121.4356631,1822.117,0.08,0.03,0.02,58.065,64.049,1.71,0.00000,180.00000,3,4
2021-07-24T16:49:48.40Z,47.7783736,-121.4356990,1830.939,0.10,0.03,0.02,28.793,26.109,0.96,0.00000,177.39286,3,4
2021-07-24T16:49:49.00Z,47.7783794,-121.4357026,1834.123,-0.09,-0.05,0.00,21.322,21.260,0.77,0.00000,92.98976,3,4
2021-07-24T16:49:49.20Z,47.7784251,-121.4356653,1825.551,-0.14,-0.14,0.04,15.655,12.035,0.68,0.00000,92.98982,3,4
2021-07-24T16:49:49.40Z,47.7784159,-121.4356717,1826.126,-0.10,-0.03,0.04,13.368,9.446,0.58,0.00000,92.98988,3,4
2021-07-24T16:49:49.60Z,47.7784139,-121.4356720,1825.808,-0.09,-0.03,0.04,11.926,8.054,0.56,0.00000,92.98994,3,4
2021-07-24T16:49:49.80Z,47.7784148,-121.4356707,1824.944,-0.08,-0.11,-0.05,10.939,7.642,0.68,0.00000,92.99000,3,4
2021-07-24T16:49:50.00Z,47.7784159,-121.4356688,1824.109,-0.07,-0.07,-0.04,10.208,7.328,0.70,0.00000,92.99008,3,4
2021-07-24T16:49:50.20Z,47.7784131,-121.4356705,1823.974,-0.08,0.01,0.03,9.616,7.055,0.43,0.00000,92.99012,3,4
2021-07-24T16:49:50.40Z,47.7784090,-121.4356736,1824.122,-0.05,-0.11,0.03,9.109,6.831,0.53,0.00000,92.99016,3,4
2021-07-24T16:49:50.60Z,47.7784070,-121.4356752,1824.132,-0.08,-0.08,0.02,8.687,6.630,0.60,0.00000,92.99022,3,4
2021-07-24T16:49:50.80Z,47.7784045,-121.4356773,1824.315,-0.05,-0.08,0.02,8.276,6.433,0.53,0.00000,92.99028,3,4
2021-07-24T16:49:51.00Z,47.7783991,-121.4356816,1824.919,0.00,0.07,-0.03,7.929,6.257,0.38,0.00000,92.99032,3,4
2021-07-24T16:49:51.20Z,47.7783935,-121.4356848,1825.431,-0.26,0.23,0.03,7.699,6.112,0.25,0.00000,92.99034,3,4
2021-07-24T16:49:51.40Z,47.7784028,-121.4356776,1823.779,-0.15,-0.23,0.18,7.446,5.636,0.51,0.00000,92.99040,3,4
2021-07-24T16:49:51.60Z,47.7784091,-121.4356722,1822.786,-0.21,-0.03,0.10,7.244,5.267,0.56,0.00000,92.99044,3,4
2021-07-24T16:49:51.80Z,47.7784110,-121.4356706,1822.585,-0.06,0.25,-0.04,7.108,5.031,0.30,0.00000,92.99048,3,4
2021-07-24T16:49:52.00Z,47.7784121,-121.4356705,1822.509,0.07,0.16,0.00,7.043,4.958,0.59,0.00000,92.99054,3,4
2021-07-24T16:49:52.20Z,47.7784142,-121.4356697,1822.310,0.14,0.09,0.02,6.996,4.919,0.74,0.00000,92.99062,3,4
2021-07-24T16:49:52.40Z,47.7784165,-121.4356685,1822.039,0.01,0.03,0.06,6.951,4.884,0.51,0.00000,92.99066,3,4
2021-07-24T16:49:52.60Z,47.7784180,-121.4356688,1821.884,0.08,0.06,0.03,6.910,4.852,0.75,0.00000,92.99074,3,4
2021-07-24T16:49:52.80Z,47.7784196,-121.4356693,1821.649,-0.04,-0.06,0.01,6.881,4.825,0.65,0.00000,92.99080,3,4
2021-07-24T16:49:53.00Z,47.7784212,-121.4356689,1821.515,-0.07,0.00,-0.05,6.861,4.803,0.63,0.00000,92.99086,3,4
2021-07-24T16:49:53.20Z,47.7784227,-121.4356683,1821.350,-0.05,0.03,-0.02,6.842,4.781,0.43,0.00000,92.99090,3,4
2021-07-24T16:49:53.40Z,47.7784229,-121.4356687,1821.321,-0.09,-0.11,-0.04,6.821,4.764,0.75,0.00000,92.99098,3,4
2021-07-24T16:49:53.60Z,47.7784223,-121.4356691,1821.439,-0.07,-0.04,-0.06,6.776,4.724,0.74,0.00000,92.99106,3,4
2021-07-24T16:49:53.80Z,47.7784222,-121.4356693,1821.466,-0.06,-0.06,-0.07,6.693,4.685,0.70,0.00000,92.99112,3,4
2021-07-24T16:49:54.00Z,47.7784230,-121.4356687,1821.324,-0.20,-0.18,-0.06,6.615,4.648,0.74,0.00000,92.99120,3,4
2021-07-24T16:49:54.20Z,47.7784238,-121.4356683,1821.190,-0.20,-0.16,-0.11,6.579,4.613,0.76,0.00000,92.99126,3,4
2021-07-24T16:49:54.40Z,47.7784246,-121.4356676,1821.021,-0.39,-0.15,-0.20,6.586,4.596,0.77,230.46248,44.24809,3,4
2021-07-24T16:49:54.60Z,47.7784324,-121.4356608,1819.816,-0.24,-0.01,-0.19,6.554,4.483,0.68,230.46248,44.24823,3,4
2021-07-24T16:49:54.80Z,47.7784314,-121.4356622,1819.904,0.33,0.27,-0.40,6.433,4.442,0.46,331.06186,36.47240,3,4
2021-07-24T16:49:55.00Z,47.7784350,-121.4356612,1819.504,0.31,-0.68,-0.15,6.320,4.399,0.33,331.06186,36.47259,3,4
2021-07-24T16:49:55.20Z,47.7784374,-121.4356600,1819.021,0.15,-0.07,-0.08,6.172,4.254,0.35,331.06186,36.47268,3,4
2021-07-24T16:49:55.40Z,47.7784367,-121.4356636,1818.747,0.09,0.12,-0.01,6.037,4.123,0.62,331.06186,36.47283,3,4
2021-07-24T16:49:55.60Z,47.7784339,-121.4356671,1818.697,-0.10,0.07,-0.01,5.876,3.999,0.33,331.06186,36.47291,3,4
2021-07-24T16:49:55.80Z,47.7784362,-121.4356648,1818.314,-0.10,0.04,0.01,5.720,3.886,0.38,331.06186,36.47301,3,4
2021-07-24T16:49:56.00Z,47.7784377,-121.4356636,1818.064,-0.01,0.04,0.07,5.626,3.803,0.43,331.06186,36.47311,3,4
2021-07-24T16:49:56.20Z,47.7784361,-121.4356641,1818.106,-0.21,0.14,0.04,5.595,3.802,0.32,331.06186,36.47319,3,4
2021-07-24T16:49:56.40Z,47.7784357,-121.4356642,1818.078,-0.02,0.03,0.05,5.568,3.808,0.40,331.06186,36.47329,3,4
2021-07-24T16:49:56.60Z,47.7784351,-121.4356643,1818.060,0.00,0.04,0.06,5.538,3.814,0.50,331.06186,36.47341,3,4
2021-07-24T16:49:56.80Z,47.7784345,-121.4356647,1818.070,0.10,0.03,0.08,5.510,3.820,0.68,331.06186,36.47358,3,4
2021-07-24T16:49:57.00Z,47.7784338,-121.4356654,1818.105,0.12,0.03,0.11,5.484,3.826,0.66,331.06186,36.47374,3,4
2021-07-24T16:49:57.20Z,47.7784335,-121.4356658,1818.125,0.13,0.00,0.12,5.460,3.832,0.61,331.06186,36.47389,3,4
2021-07-24T16:49:57.40Z,47.7784332,-121.4356664,1818.135,0.08,-0.11,0.12,5.438,3.839,0.42,331.06186,36.47400,3,4
2021-07-24T16:49:57.60Z,47.7784334,-121.4356661,1818.111,-0.04,-0.02,0.10,5.421,3.850,0.40,331.06186,36.47410,3,4
2021-07-24T16:49:57.80Z,47.7784321,-121.4356672,1818.138,-0.43,-0.44,0.09,5.421,3.866,0.73,272.12154,32.46757,3,4
2021-07-24T16:49:58.00Z,47.7784318,-121.4356682,1818.210,-0.07,-0.45,0.17,5.389,3.799,0.52,272.12154,32.46771,3,4
2021-07-24T16:49:58.20Z,47.7784329,-121.4356691,1818.191,0.33,-0.56,0.14,5.361,3.793,0.30,272.12154,32.46789,3,4
2021-07-24T16:49:58.40Z,47.7784271,-121.4356756,1819.155,0.25,-0.46,0.02,5.366,3.782,0.31,272.12154,32.46804,3,4
2021-07-24T16:49:58.60Z,47.7784266,-121.4356771,1819.277,0.31,-0.24,0.04,5.335,3.768,0.47,272.12154,32.46817,3,4
2021-07-24T16:49:58.80Z,47.7784256,-121.4356768,1819.402,-0.19,0.21,-0.09,5.329,3.761,0.40,272.12154,32.46828,3,4
2021-07-24T16:49:59.00Z,47.7784250,-121.4356772,1819.404,-0.19,0.00,-0.09,5.325,3.755,0.70,272.12154,32.46847,3,4
2021-07-24T16:49:59.20Z,47.7784240,-121.4356780,1819.416,-0.35,-0.13,-0.07,5.293,3.707,0.77,272.12154,32.46869,3,4
2021-07-24T16:49:59.40Z,47.7784220,-121.4356785,1819.631,-0.52,0.15,-0.08,5.293,3.701,0.58,272.12154,32.46885,3,4
2021-07-24T16:49:59.60Z,47.7784191,-121.4356793,1819.902,-0.69,0.21,-0.07,5.313,3.716,0.54,272.12154,32.46905,3,4
2021-07-24T16:49:59.80Z,47.7784112,-121.4356845,1820.899,-0.93,0.02,-0.09,5.426,3.770,0.64,224.55232,31.87211,3,4
2021-07-24T16:50:00.00Z,47.7784092,-121.4356857,1821.144,-0.33,-0.04,-0.19,5.390,3.757,0.71,224.55232,31.87231,3,4
2021-07-24T16:50:00.20Z,47.7784083,-121.4356864,1821.176,-0.23,-0.11,-0.11,5.360,3.753,0.78,224.55232,31.87253,3,4
2021-07-24T16:50:00.40Z,47.7784067,-121.4356883,1821.327,-0.04,-0.15,-0.17,5.290,3.740,0.66,224.55232,31.87272,3,4
2021-07-24T16:50:00.60Z,47.7784061,-121.4356901,1821.416,0.12,-0.44,-0.05,5.254,3.698,0.60,224.55232,31.87289,3,4
2021-07-24T16:50:00.80Z,47.7784026,-121.4356946,1822.042,0.20,-0.47,-0.21,5.180,3.643,0.49,224.55232,31.87305,3,4
2021-07-24T16:50:01.00Z,47.7784052,-121.4356944,1821.925,0.47,-0.22,-0.17,5.124,3.622,0.43,224.55232,31.87320,3,4
2021-07-24T16:50:01.20Z,47.7784044,-121.4356944,1822.039,0.12,0.16,-0.13,5.121,3.621,0.58,224.55232,31.87336,3,4
2021-07-24T16:50:01.40Z,47.7784028,-121.4356956,1822.195,-0.18,-0.08,-0.07,5.119,3.616,0.85,224.55232,31.87361,3,4
2021-07-24T16:50:01.60Z,47.7784020,-121.4356948,1822.373,0.04,0.38,-0.10,5.120,3.616,0.53,224.55232,31.87376,3,4
2021-07-24T16:50:01.80Z,47.7784001,-121.4356947,1822.337,-0.91,0.22,0.08,5.126,3.611,0.61,202.89891,41.32458,3,4
2021-07-24T16:50:02.00Z,47.7783971,-121.4356951,1822.612,-0.71,0.25,-0.06,5.146,3.619,0.77,202.89891,41.32475,3,4
2021-07-24T16:50:02.20Z,47.7783981,-121.4356941,1822.529,-0.36,0.10,-0.03,5.152,3.615,0.65,202.89891,41.32489,3,4
2021-07-24T16:50:02.40Z,47.7784019,-121.4356913,1822.307,0.22,0.13,-0.18,5.129,3.560,0.64,202.89891,41.32503,3,4
2021-07-24T16:50:02.60Z,47.7784016,-121.4356923,1822.321,-0.06,-0.17,-0.14,5.131,3.527,0.77,202.89891,41.32519,3,4
2021-07-24T16:50:02.80Z,47.7783977,-121.4356964,1822.519,-0.59,-0.64,-0.23,5.093,3.518,0.79,222.49326,20.60297,3,4
2021-07-24T16:50:03.00Z,47.7783990,-121.4356958,1822.284,0.09,-0.26,0.09,5.031,3.490,0.30,222.49326,20.60310,3,4
2021-07-24T16:50:03.20Z,47.7783985,-121.4356985,1822.397,0.25,-0.82,0.15,4.997,3.454,0.33,222.49326,20.60348,3,4
2021-07-24T16:50:03.40Z,47.7784002,-121.4356987,1822.401,0.30,-0.51,-0.02,4.947,3.433,0.29,222.49326,20.60374,3,4
2021-07-24T16:50:03.60Z,47.7784010,-121.4356987,1822.356,0.16,-0.19,-0.04,4.910,3.419,0.32,222.49326,20.60388,3,4
2021-07-24T16:50:03.80Z,47.7784010,-121.4356988,1822.335,-0.13,-0.20,-0.06,4.916,3.420,0.78,222.49326,20.60422,3,4
2021-07-24T16:50:04.00Z,47.7784023,-121.4356963,1822.093,-0.48,-0.02,0.02,4.884,3.406,0.67,222.49326,20.60451,3,4
2021-07-24T16:50:04.20Z,47.7783993,-121.4356953,1822.071,-0.99,0.45,0.02,4.835,3.389,0.44,203.39354,32.61100,3,4
2021-07-24T16:50:04.40Z,47.7783970,-121.4356949,1822.224,-0.78,0.44,-0.13,4.840,3.395,0.51,203.39354,32.61125,3,4
2021-07-24T16:50:04.60Z,47.7783962,-121.4356958,1822.261,-0.30,-0.15,-0.04,4.858,3.400,0.92,203.39354,32.61150,3,4
2021-07-24T16:50:04.80Z,47.7783960,-121.4356959,1822.319,-0.08,0.01,-0.04,4.876,3.409,0.69,203.39354,32.61169,3,4
2021-07-24T16:50:05.00Z,47.7783951,-121.4356968,1822.453,-0.16,-0.04,-0.10,4.905,3.434,0.80,203.39354,32.61191,3,4
2021-07-24T16:50:05.20Z,47.7783935,-121.4356983,1822.869,0.00,-0.01,-0.05,4.937,3.425,0.42,203.39354,32.61202,3,4
2021-07-24T16:50:05.40Z,47.7783907,-121.4357007,1823.245,-0.10,0.05,-0.11,4.937,3.410,0.66,203.39354,32.61220,3,4
2021-07-24T16:50:05.60Z,47.7783905,-121.4357005,1823.408,0.05,0.15,-0.11,4.946,3.427,0.68,203.39354,32.61239,3,4
2021-07-24T16:50:05.80Z,47.7783906,-121.4356996,1823.388,-0.29,0.07,-0.12,4.955,3.442,0.72,203.39354,32.61259,3,4
2021-07-24T16:50:06.00Z,47.7783893,-121.4357009,1823.398,-0.34,-0.02,-0.03,4.930,3.440,0.82,203.39354,32.61282,3,4
2021-07-24T16:50:06.20Z,47.7783842,-121.4357067,1823.757,-0.06,-0.04,-0.06,4.937,3.463,0.86,203.39354,32.61306,3,4
2021-07-24T16:50:06.40Z,47.7783816,-121.4357103,1823.838,-0.16,-0.36,0.00,4.902,3.461,0.70,203.39354,32.61325,3,4
2021-07-24T16:50:06.60Z,47.7783802,-121.4357140,1823.904,-0.29,-0.91,-0.07,4.894,3.469,0.66,227.12301,33.72744,3,4
2021-07-24T16:50:06.80Z,47.7783805,-121.4357156,1823.831,-0.24,-0.94,-0.06,4.887,3.476,0.63,241.11846,34.56457,3,4
2021-07-24T16:50:07.00Z,47.7783767,-121.4357201,1824.138,-0.46,-0.68,-0.25,4.851,3.477,0.77,238.04165,27.90712,3,4
2021-07-24T16:50:07.20Z,47.7783765,-121.4357196,1824.181,-0.37,-0.24,-0.29,4.846,3.484,0.83,228.58395,36.31024,3,4
2021-07-24T16:50:07.40Z,47.7783770,-121.4357175,1824.013,-0.33,0.15,-0.01,4.816,3.464,0.50,228.58395,36.31037,3,4
2021-07-24T16:50:07.60Z,47.7783761,-121.4357157,1824.029,-0.42,0.54,0.02,4.825,3.469,0.29,228.58395,36.31053,3,4
2021-07-24T16:50:07.80Z,47.7783742,-121.4357168,1824.182,-0.58,0.13,-0.15,4.827,3.469,0.68,228.58395,36.31070,3,4
2021-07-24T16:50:08.00Z,47.7783747,-121.4357179,1824.113,-0.34,0.02,-0.19,4.827,3.476,0.75,228.58395,36.31089,3,4
2021-07-24T16:50:08.20Z,47.7783790,-121.4357208,1823.612,-0.48,-0.28,-0.25,4.916,3.530,0.85,216.04842,25.22797,3,4
2021-07-24T16:50:08.40Z,47.7783816,-121.4357236,1823.082,-0.59,-0.95,0.03,4.915,3.520,0.77,227.98019,23.03865,3,4
2021-07-24T16:50:08.60Z,47.7783808,-121.4357274,1823.276,-0.22,-1.23,-0.22,4.925,3.525,0.65,239.63672,30.35163,3,4
2021-07-24T16:50:08.80Z,47.7783821,-121.4357291,1823.205,0.15,-0.88,-0.14,4.924,3.545,0.44,239.63672,30.35190,3,4
2021-07-24T16:50:09.00Z,47.7783840,-121.4357290,1823.100,0.20,-0.49,-0.08,4.921,3.567,0.37,239.63672,30.35205,3,4
2021-07-24T16:50:09.20Z,47.7783847,-121.4357288,1823.113,0.44,-0.07,-0.02,4.948,3.590,0.93,239.63672,30.35233,3,4
2021-07-24T16:50:09.40Z,47.7783870,-121.4357265,1822.865,0.36,0.18,0.11,4.947,3.548,1.20,239.63672,30.35269,3,4
2021-07-24T16:50:09.60Z,47.7783869,-121.4357260,1822.836,-0.09,0.06,0.12,4.932,3.556,0.43,239.63672,30.35281,3,4
2021-07-24T16:50:09.80Z,47.7783866,-121.4357243,1822.741,-0.34,0.41,0.26,4.918,3.523,0.29,239.63672,30.35299,3,4
2021-07-24T16:50:10.00Z,47.7783832,-121.4357254,1822.888,-0.83,0.13,0.18,4.912,3.525,0.56,213.75835,38.95717,3,4
2021-07-24T16:50:10.20Z,47.7783843,-121.4357249,1822.792,-0.24,-0.23,0.16,4.886,3.527,0.60,213.75835,38.95730,3,4
2021-07-24T16:50:10.40Z,47.7783827,-121.4357255,1822.972,-0.37,-0.04,0.06,4.873,3.533,0.62,213.75835,38.95745,3,4
2021-07-24T16:50:10.60Z,47.7783819,-121.4357266,1822.892,-0.05,-0.29,0.17,4.862,3.544,0.47,213.75835,38.95756,3,4
2021-07-24T16:50:10.80Z,47.7783805,-121.4357291,1823.155,0.16,-0.48,0.00,4.794,3.468,0.33,213.75835,38.95767,3,4
2021-07-24T16:50:11.00Z,47.7783819,-121.4357303,1822.956,0.23,-0.69,0.18,4.728,3.403,0.30,213.75835,38.95785,3,4
2021-07-24T16:50:11.20Z,47.7783816,-121.4357339,1823.188,0.18,-0.71,0.04,4.683,3.387,0.34,213.75835,38.95802,3,4
2021-07-24T16:50:11.40Z,47.7783840,-121.4357327,1823.103,-0.22,-0.35,-0.07,4.624,3.343,0.66,213.75835,38.95817,3,4
2021-07-24T16:50:11.60Z,47.7783838,-121.4357333,1823.197,-0.27,-0.13,-0.06,4.585,3.340,0.70,213.75835,38.95834,3,4
2021-07-24T16:50:11.80Z,47.7783827,-121.4357327,1823.475,-0.32,0.29,-0.07,4.528,3.296,0.35,213.75835,38.95844,3,4
2021-07-24T16:50:12.00Z,47.7783805,-121.4357333,1823.914,-0.23,0.44,-0.23,4.474,3.252,0.32,213.75835,38.95856,3,4
2021-07-24T16:50:12.20Z,47.7783758,-121.4357361,1824.447,-0.50,0.13,-0.18,4.426,3.213,0.54,213.75835,38.95869,3,4
2021-07-24T16:50:12.40Z,47.7783757,-121.4357358,1824.462,-0.22,0.01,-0.19,4.410,3.204,0.60,213.75835,38.95883,3,4
2021-07-24T16:50:12.60Z,47.7783785,-121.4357337,1824.327,-0.19,-0.30,-0.14,4.396,3.200,0.69,213.75835,38.95899,3,4
2021-07-24T16:50:12.80Z,47.7783780,-121.4357361,1824.336,0.03,-0.84,-0.13,4.386,3.212,0.48,241.20679,41.17945,3,4
2021-07-24T16:50:13.00Z,47.7783805,-121.4357371,1824.071,0.22,-1.24,-0.13,4.363,3.207,0.41,266.22564,30.43694,3,4
2021-07-24T16:50:13.20Z,47.7783823,-121.4357370,1823.866,0.11,-0.77,-0.06,4.341,3.203,0.42,266.22564,30.43717,3,4
2021-07-24T16:50:13.40Z,47.7783815,-121.4357391,1823.977,-0.01,-0.57,0.01,4.325,3.197,0.51,266.22564,30.43734,3,4
2021-07-24T16:50:13.60Z,47.7783819,-121.4357392,1823.996,0.14,-0.12,-0.01,4.320,3.186,0.35,266.22564,30.43744,3,4
2021-07-24T16:50:13.80Z,47.7783807,-121.4357399,1824.086,-0.18,-0.06,-0.05,4.323,3.193,0.79,266.22564,30.43767,3,4
2021-07-24T16:50:14.00Z,47.7783792,-121.4357406,1824.256,-0.10,0.09,-0.08,4.315,3.192,0.43,266.22564,30.43780,3,4
2021-07-24T16:50:14.20Z,47.7783782,-121.4357414,1824.508,0.06,0.07,-0.17,4.304,3.183,0.40,266.22564,30.43792,3,4
2021-07-24T16:50:14.40Z,47.7783795,-121.4357404,1824.448,0.16,0.08,-0.13,4.281,3.185,0.52,266.22564,30.43807,3,4
2021-07-24T16:50:14.60Z,47.7783792,-121.4357405,1824.452,0.16,0.22,-0.01,4.272,3.191,0.73,266.22564,30.43829,3,4
2021-07-24T16:50:14.80Z,47.7783790,-121.4357398,1824.423,-0.12,0.21,-0.03,4.281,3.198,0.34,266.22564,30.43839,3,4
2021-07-24T16:50:15.00Z,47.7783784,-121.4357390,1824.411,-0.45,0.22,-0.06,4.297,3.213,0.52,266.22564,30.43854,3,4
2021-07-24T16:50:15.20Z,47.7783790,-121.4357370,1824.289,-0.61,0.24,-0.08,4.306,3.236,0.62,266.22564,30.43874,3,4
2021-07-24T16:50:15.40Z,47.7783784,-121.4357365,1824.232,-0.70,0.11,-0.12,4.339,3.265,0.85,266.22564,30.43899,3,4
2021-07-24T16:50:15.60Z,47.7783777,-121.4357373,1824.296,-0.43,-0.21,-0.19,4.360,3.299,0.88,246.21480,43.06125,3,4
2021-07-24T16:50:15.80Z,47.7783775,-121.4357374,1824.148,-0.31,-0.14,0.00,4.359,3.307,0.79,246.21480,43.06142,3,4
2021-07-24T16:50:16.00Z,47.7783770,-121.4357381,1824.176,-0.18,-0.16,-0.04,4.380,3.332,0.92,246.21480,43.06161,3,4
2021-07-24T16:50:16.20Z,47.7783759,-121.4357402,1824.128,-0.46,-0.54,0.01,4.406,3.357,0.90,238.36724,44.54264,3,4
2021-07-24T16:50:16.40Z,47.7783751,-121.4357404,1824.193,-0.40,-0.13,-0.07,4.439,3.381,0.93,238.36724,44.54283,3,4
2021-07-24T16:50:16.60Z,47.7783727,-121.4357446,1824.498,-0.41,-0.73,-0.24,4.473,3.392,1.07,238.36724,44.54305,3,4
2021-07-24T16:50:16.80Z,47.7783718,-121.4357456,1824.544,-0.31,-0.44,-0.20,4.511,3.413,1.08,238.36724,44.54327,3,4
2021-07-24T16:50:17.00Z,47.7783715,-121.4357457,1824.659,-0.01,-0.14,-0.24,4.536,3.437,0.65,238.36724,44.54340,3,4
2021-07-24T16:50:17.20Z,47.7783701,-121.4357457,1824.730,-0.08,0.07,-0.18,4.549,3.442,0.59,238.36724,44.54352,3,4
2021-07-24T16:50:17.40Z,47.7783698,-121.4357461,1824.573,-0.24,-0.12,-0.03,4.573,3.460,0.93,238.36724,44.54371,3,4
2021-07-24T16:50:17.60Z,47.7783702,-121.4357453,1824.454,-0.21,0.06,0.01,4.603,3.481,0.69,238.36724,44.54385,3,4
2021-07-24T16:50:17.80Z,47.7783693,-121.4357430,1824.197,-0.78,0.58,0.31,4.629,3.506,0.49,238.36724,44.54405,3,4
2021-07-24T16:50:18.00Z,47.7783693,-121.4357411,1824.423,0.01,0.66,-0.07,4.641,3.514,0.53,238.36724,44.54418,3,4
2021-07-24T16:50:18.20Z,47.7783717,-121.4357375,1824.327,-0.34,0.38,-0.09,4.027,3.270,0.38,238.36724,44.54429,3,5
2021-07-24T16:50:18.40Z,47.7783731,-121.4357361,1824.215,-0.26,0.17,-0.08,3.934,3.258,0.47,238.36724,44.54439,3,5
2021-07-24T16:50:18.60Z,47.7783758,-121.4357333,1824.138,-0.32,0.20,-0.19,3.859,3.259,0.52,238.36724,44.54450,3,5
2021-07-24T16:50:18.80Z,47.7783823,-121.4357299,1823.610,0.02,-0.12,0.02,3.785,3.251,0.31,238.36724,44.54456,3,5
2021-07-24T16:50:19.00Z,47.7783882,-121.4357271,1823.180,-0.46,-0.22,0.01,3.643,3.224,0.63,216.77317,32.14930,3,5
2021-07-24T16:50:19.20Z,47.7783888,-121.4357269,1822.838,-0.59,-0.32,0.27,3.633,3.229,0.63,213.03531,35.40319,3,5
2021-07-24T16:50:19.40Z,47.7783884,-121.4357280,1822.819,-0.48,-0.39,0.12,3.643,3.255,0.83,213.03531,35.40341,3,5
2021-07-24T16:50:19.60Z,47.7783892,-121.4357275,1822.709,-0.12,-0.13,0.16,3.662,3.287,0.69,213.03531,35.40358,3,5
2021-07-24T16:50:19.80Z,47.7783891,-121.4357276,1822.668,-0.42,-0.21,0.12,3.682,3.317,0.86,213.03531,35.40380,3,5
2021-07-24T16:50:20.00Z,47.7783902,-121.4357255,1822.608,-0.13,0.18,0.11,3.716,3.353,1.00,213.03531,35.40405,3,5
2021-07-24T16:50:20.20Z,47.7783921,-121.4357238,1822.546,-0.43,0.01,0.00,3.616,3.356,0.61,213.03531,35.40421,3,5
2021-07-24T16:50:20.40Z,47.7783940,-121.4357194,1822.314,-0.57,0.26,0.14,3.535,3.356,0.52,213.03531,35.40437,3,5
2021-07-24T16:50:20.60Z,47.7784000,-121.4357131,1821.882,-0.30,0.36,0.26,3.461,3.345,0.45,213.03531,35.40451,3,5
2021-07-24T16:50:20.80Z,47.7783995,-121.4357131,1821.719,-0.32,0.05,0.46,3.433,3.317,0.46,213.03531,35.40465,3,5
2021-07-24T16:50:21.00Z,47.7783996,-121.4357132,1821.370,-0.44,0.07,0.56,3.365,3.288,0.41,213.03531,35.40483,3,5
2021-07-24T16:50:21.20Z,47.7783955,-121.4357167,1821.583,-0.24,-0.11,0.32,3.307,3.259,0.34,213.03531,35.40494,3,5
2021-07-24T16:50:21.40Z,47.7783927,-121.4357182,1821.831,-0.32,-0.06,0.19,3.257,3.238,0.37,213.03531,35.40504,3,5
2021-07-24T16:50:21.60Z,47.7783945,-121.4357172,1821.761,-0.02,0.01,0.09,3.214,3.227,0.37,213.03531,35.40513,3,5
2021-07-24T16:50:21.80Z,47.7783952,-121.4357169,1821.746,0.01,0.02,0.04,3.157,3.215,0.48,213.03531,35.40525,3,5
2021-07-24T16:50:22.00Z,47.7783953,-121.4357169,1821.678,-0.01,-0.09,0.08,3.110,3.211,0.32,213.03531,35.40534,3,5
2021-07-24T16:50:22.20Z,47.7783962,-121.4357166,1821.541,0.04,-0.15,0.10,3.067,3.209,0.29,213.03531,35.40541,3,5
2021-07-24T16:50:22.40Z,47.7783952,-121.4357182,1821.720,-0.17,-0.30,-0.13,3.067,3.222,0.56,213.03531,35.40555,3,5
2021-07-24T16:50:22.60Z,47.7783972,-121.4357173,1821.418,-0.06,-0.24,-0.13,3.021,3.157,0.57,213.03531,35.40569,3,5
2021-07-24T16:50:22.80Z,47.7783964,-121.4357199,1821.625,0.21,-0.39,-0.53,3.010,3.151,0.39,213.03531,35.40587,3,5
2021-07-24T16:50:23.00Z,47.7783978,-121.4357184,1821.475,0.17,0.03,-0.32,2.996,3.138,0.33,213.03531,35.40596,3,5
2021-07-24T16:50:23.20Z,47.7783988,-121.4357172,1821.270,0.22,0.08,0.09,3.003,3.154,0.60,213.03531,35.40612,3,5
2021-07-24T16:50:23.40Z,47.7784013,-121.4357141,1820.824,0.12,0.35,0.11,2.990,3.130,0.70,213.03531,35.40630,3,5
2021-07-24T16:50:23.60Z,47.7784030,-121.4357127,1820.453,-0.23,0.06,0.12,2.973,3.121,0.32,213.03531,35.40638,3,5
2021-07-24T16:50:23.80Z,47.7784032,-121.4357122,1820.471,-0.21,-0.01,0.02,2.951,3.118,0.40,213.03531,35.40648,3,5
2021-07-24T16:50:24.00Z,47.7784029,-121.4357125,1820.492,0.07,-0.02,-0.01,2.935,3.120,0.35,213.03531,35.40657,3,5
2021-07-24T16:50:24.20Z,47.7784025,-121.4357152,1820.631,0.44,-0.32,-0.10,2.935,3.125,0.37,213.03531,35.40671,3,5
2021-07-24T16:50:24.40Z,47.7784022,-121.4357170,1820.581,0.00,-0.62,0.13,2.942,3.134,0.56,236.97300,41.42451,3,5
2021-07-24T16:50:24.60Z,47.7784020,-121.4357169,1820.562,-0.22,-0.06,0.16,2.924,3.112,0.38,236.97300,41.42460,3,5
2021-07-24T16:50:24.80Z,47.7784030,-121.4357152,1820.379,-0.31,0.07,0.35,2.906,3.113,0.30,236.97300,41.42470,3,5
2021-07-24T16:50:25.00Z,47.7784036,-121.4357150,1820.066,-0.49,0.04,0.27,2.888,3.114,0.32,208.14361,44.59568,3,5
2021-07-24T16:50:25.20Z,47.7784039,-121.4357144,1819.998,-0.28,0.15,0.10,2.876,3.107,0.33,208.14361,44.59575,3,5
2021-07-24T16:50:25.40Z,47.7784047,-121.4357148,1819.928,-0.03,-0.29,0.05,2.880,3.126,0.41,208.14361,44.59584,3,5
